user_id,age,income,loan_amount,loan_term_months,credit_score,employment_years,is_self_employed,region,default
user_580,51,74034,14678,24,739,9,0,North,0
user_581,46,46326,16769,36,639,7,0,South,0
user_582,63,50802,8433,48,694,2,0,West,0
user_583,42,62639,12232,48,591,11,0,West,1
user_584,41,42925,17394,48,714,8,0,South,0
user_585,21,38647,16466,36,723,2,0,West,1
user_586,57,40444,12697,24,573,3,0,East,0
user_587,33,84182,16184,24,666,5,0,East,0
user_588,41,67958,14488,12,644,8,0,North,0
user_589,29,44136,10147,24,666,1,0,East,0
user_590,37,77455,21002,48,658,1,0,East,0
user_591,41,45244,16037,48,678,17,0,South,0
user_592,51,20991,5789,12,719,2,0,North,1
user_593,59,73936,17608,12,667,2,1,South,0
user_594,42,92924,11922,24,640,17,0,South,0
user_595,32,71160,13552,12,672,5,0,East,0
user_596,26,22253,15040,12,669,0,0,East,1
user_597,36,59528,11035,36,676,14,0,West,0
user_598,46,54508,24015,24,654,10,0,West,0
user_599,25,67564,7533,48,694,9,0,North,0
user_600,29,43054,15283,36,731,3,0,East,0
user_601,60,53330,16906,48,629,13,0,West,1
user_602,34,31598,15206,12,698,1,0,South,0
user_603,64,64435,14045,12,718,12,0,East,0
user_604,62,32342,13114,48,662,15,0,North,0
user_605,50,68748,10984,36,730,11,0,North,0
user_606,46,44989,10895,36,677,4,0,South,1
user_607,49,-2828,20792,36,634,18,0,West,0
user_608,39,75875,12791,12,629,2,0,South,1
user_609,28,69880,25660,24,711,19,1,West,0
user_610,43,87058,18344,12,707,1,0,East,0
user_611,62,18197,1661,48,742,16,0,North,0
user_612,55,46909,19416,36,706,10,0,West,0
user_613,51,62631,14734,24,676,0,0,South,0
user_614,55,71434,8050,36,699,18,0,East,0
user_615,52,30742,21521,12,682,7,0,West,1
user_616,25,68629,12820,24,666,10,0,East,0
user_617,36,48564,12395,24,658,7,0,East,0
user_618,37,22898,16875,12,611,16,0,South,0
user_619,52,44986,20714,36,650,19,0,South,0
user_620,58,70287,15567,36,679,5,1,East,0
user_621,52,23734,15209,36,571,6,0,East,0
user_622,40,72741,11515,12,659,12,0,West,0
user_623,22,65667,20628,48,716,6,0,South,0
user_624,40,54922,15615,48,733,10,0,West,1
user_625,38,27296,13872,36,658,9,1,North,0
user_626,21,28901,13252,24,657,7,0,West,0
user_627,49,52030,20134,48,651,9,0,East,0
user_628,49,37501,13688,36,657,10,0,North,0
user_629,39,53324,20146,48,725,19,0,West,0
user_630,64,78123,12642,36,745,16,0,North,0
user_631,60,54539,18611,48,612,10,1,South,0
user_632,26,53991,16035,48,647,15,0,West,1
user_633,64,54006,10246,24,605,4,0,West,0
user_634,59,80268,14565,24,678,9,0,South,0
user_635,28,85867,4046,48,660,19,1,West,0
user_636,44,68438,11279,36,694,4,0,North,0
user_637,40,62731,7110,24,706,19,0,South,0
user_638,34,64591,24987,12,702,8,0,North,0
user_639,25,88559,7169,24,614,2,0,West,1
user_640,61,69525,27928,48,678,2,0,West,0
user_641,60,90448,17571,48,612,9,0,West,0
user_642,54,51618,12405,12,749,6,1,West,1
user_643,36,33288,19031,24,665,1,0,North,1
user_644,27,46618,11777,48,625,7,0,West,0
user_645,36,48744,7952,12,658,11,0,South,0
user_646,27,92090,15395,12,688,8,0,South,0
user_647,47,74728,18500,36,709,10,0,East,0
user_648,34,47250,21392,24,732,18,1,South,0
user_649,34,76168,17488,24,682,19,0,East,0
user_650,64,57408,12353,24,666,16,0,South,0
user_651,53,92691,21931,48,707,12,0,South,0
user_652,53,53325,20814,12,706,0,1,West,0
user_653,64,29222,16345,36,684,0,0,South,0
user_654,40,56264,21053,24,712,7,0,West,0
user_655,56,53336,25924,36,655,12,0,West,0
user_656,27,33135,12282,36,679,5,0,South,0
user_657,52,71718,10501,12,598,2,0,North,0
user_658,23,88494,12136,24,735,15,0,West,0
user_659,59,37550,8251,36,660,9,0,South,1
user_660,49,79454,17956,24,735,6,1,North,0
user_661,44,47867,6950,24,653,2,0,South,0
user_662,42,59505,21325,24,692,13,0,South,0
user_663,26,57404,11639,36,682,15,1,North,0
user_664,44,59505,21793,12,655,3,0,South,1
user_665,60,69461,2214,12,699,12,0,West,0
user_666,43,39516,13074,36,731,0,0,East,0
user_667,58,85866,8534,48,751,4,0,East,0
user_668,30,70070,21766,24,709,17,0,South,0
user_669,36,76711,23395,24,631,11,0,East,1
user_670,31,44398,3279,12,623,10,0,East,0
user_671,52,37704,19329,36,725,8,0,East,1
user_672,26,83654,20343,36,640,6,0,West,0
user_673,44,36845,16628,48,704,13,0,West,0
user_674,53,62986,17940,48,685,2,0,East,0
user_675,32,80379,17580,12,732,15,0,North,1
user_676,47,57463,19347,48,700,6,0,North,0
user_677,58,83401,9537,48,678,0,0,North,0
user_678,38,54568,21002,36,762,5,0,West,0
user_679,59,34451,16046,36,712,5,0,West,0
user_680,33,67483,15746,48,702,9,1,West,1
user_681,60,63965,17833,12,652,11,0,West,0
user_682,50,113759,8646,48,634,18,0,East,0
user_683,61,41097,7232,12,669,5,1,West,1
user_684,33,54963,14394,48,620,13,1,East,0
user_685,54,45382,22717,36,667,2,0,North,0
user_686,56,57150,9073,36,712,9,0,East,1
user_687,50,56343,15875,12,719,8,1,North,1
user_688,45,42554,11416,48,666,19,0,West,0
user_689,22,69364,10745,48,797,18,0,North,0
user_690,56,55717,17503,12,730,14,0,North,0
user_691,38,86909,18796,48,678,8,0,East,0
user_692,25,47028,11062,24,725,18,0,North,0
user_693,39,97227,21936,36,656,7,0,South,0
user_694,62,65517,17112,36,690,3,0,North,0
user_695,38,85426,13791,12,665,4,0,West,0
user_696,52,62309,16737,48,631,18,0,North,0
user_697,41,44386,25181,12,701,13,1,South,0
user_698,30,54729,18767,24,679,17,0,East,0
user_699,57,32264,11506,48,682,18,0,North,0
user_700,42,57769,14906,24,678,5,0,South,1
user_701,33,63441,15656,12,644,4,0,West,0
user_702,37,60914,18326,36,743,10,0,West,0
user_703,29,86603,16197,24,689,4,0,East,0
user_704,44,57017,24476,48,669,7,0,West,0
user_705,64,22120,13866,12,627,4,0,South,1
user_706,34,130881,6350,12,736,10,1,North,1
user_707,28,46187,16072,12,716,12,0,South,0
user_708,57,79374,12794,36,680,5,0,East,0
user_709,39,29915,7479,12,628,4,0,North,1
user_710,48,64904,11482,12,746,17,0,South,0
user_711,61,44109,13208,36,665,9,0,East,0
user_712,50,3547,20699,12,653,15,0,East,0
user_713,27,54343,7583,12,678,13,0,North,0
user_714,46,58998,16748,24,695,14,1,North,1
user_715,60,55622,26102,12,673,2,0,West,1
user_716,31,64862,14125,36,544,2,0,West,0
user_717,34,54609,13978,24,689,11,1,North,0
user_718,41,61382,18598,12,716,14,0,West,0
user_719,28,63402,17610,36,644,10,0,North,1
user_720,23,59296,22087,48,742,9,0,West,0
user_721,48,56584,14164,12,714,19,0,South,0
user_722,49,42126,18510,48,698,14,0,East,1
user_723,43,71888,18590,24,639,17,0,North,0
user_724,38,54340,13322,36,691,13,0,North,0
user_725,55,52723,14430,24,694,5,0,North,0
user_726,33,70245,14944,48,676,13,0,South,1
user_727,32,64239,8811,48,715,15,1,East,0
user_728,25,46035,13056,48,665,1,0,West,0
user_729,59,85013,22480,36,669,18,0,West,0
user_730,31,36215,20188,48,653,4,0,East,0
user_731,31,39370,12100,48,661,10,0,West,0
user_732,62,73367,14921,36,674,10,0,North,0
user_733,51,95022,19856,48,672,18,0,East,1
user_734,51,48451,17217,12,670,17,0,South,0
user_735,33,68256,18999,48,716,7,0,East,0
user_736,34,36152,17670,36,740,11,1,North,0
user_737,62,41420,16077,48,628,8,0,East,0
user_738,45,82643,14170,36,739,2,0,South,1
user_739,53,67315,9024,48,706,5,0,South,0
user_740,53,83264,18461,12,644,0,0,East,0
user_741,35,81726,13891,36,666,16,0,East,0
user_742,36,18209,6760,36,691,2,0,West,0
user_743,64,36080,12271,36,613,17,0,West,1
user_744,58,65489,19261,36,676,17,0,North,0
user_745,26,26058,5419,48,701,1,1,West,0
user_746,64,38913,9852,48,650,3,0,North,1
user_747,45,88539,15685,12,620,0,1,North,1
user_748,35,49168,22028,12,687,9,0,East,0
user_749,24,74205,19999,48,768,4,0,West,0
user_750,24,59436,22508,24,651,4,0,South,0
user_751,50,46401,16038,36,652,8,0,South,0
user_752,54,26715,13954,48,671,13,0,East,1
user_753,47,64666,19216,12,742,12,0,South,0
user_754,51,89092,10503,36,613,12,0,South,0
user_755,52,46969,10113,12,710,0,0,East,0
user_756,64,61371,9224,24,661,16,0,South,0
user_757,59,29604,20444,36,664,19,0,East,1
user_758,29,46556,10827,24,639,7,0,North,1
user_759,61,66817,20003,24,670,2,0,West,0
user_760,28,74874,15742,24,640,16,0,South,0
user_761,34,71118,20508,48,658,11,0,East,0
user_762,53,19368,9473,12,581,17,0,South,0
user_763,43,50861,11872,36,610,13,0,West,0
user_764,41,40654,17269,48,693,10,0,South,0
user_765,32,53819,12845,12,730,15,0,North,0
user_766,22,57776,2533,48,809,3,0,East,1
user_767,33,81327,8138,12,716,17,1,West,1
user_768,24,65904,9433,36,659,6,0,North,0
user_769,40,88356,9804,36,600,10,0,South,1
user_770,34,46009,18408,36,701,15,0,South,0
user_771,50,31658,16685,36,621,15,0,South,1
user_772,49,89104,15811,12,647,2,0,West,1
user_773,28,68669,25043,48,715,8,0,East,1
user_774,32,45134,20876,36,691,7,0,West,0
user_775,61,68756,19009,36,642,6,0,North,0
user_776,58,76705,7523,36,611,16,0,East,0
user_777,46,62383,15297,24,688,10,0,West,0
user_778,22,45419,16493,36,693,3,0,South,0
user_779,60,51174,12923,36,740,3,0,North,1
user_780,34,65812,23531,12,580,4,0,South,0
user_781,26,63977,15256,24,684,7,0,West,0
user_782,62,84245,8858,12,716,9,1,North,1
user_783,60,54481,10013,48,663,16,0,East,0
user_784,51,40724,26411,24,616,5,0,East,0
user_785,37,111541,12899,12,643,8,0,West,0
user_786,45,63489,4607,12,681,9,0,West,0
user_787,52,76685,12003,48,660,7,0,East,0
user_788,32,70436,5866,48,692,14,0,East,1
user_789,33,63731,19586,36,731,17,0,West,0
user_790,39,55445,5225,36,664,4,0,East,0
user_791,64,3923,7988,24,728,17,0,North,1
user_792,45,38735,15019,24,675,0,0,West,0
user_793,51,66582,20546,48,693,1,0,North,1
user_794,57,5620,14652,24,675,9,0,South,0
user_795,45,61432,8711,36,694,5,0,North,0
user_796,36,73224,15912,48,701,18,0,West,1
user_797,58,76665,12661,12,705,10,0,South,1
user_798,63,71963,20663,48,680,17,0,East,0
user_799,43,79167,19273,24,546,15,0,North,0
user_800,34,92112,12314,36,703,7,0,North,0
user_801,26,81922,18898,36,601,3,0,West,0
user_802,45,63936,16356,12,655,10,0,East,0
user_803,43,57307,21834,12,584,9,1,West,1
user_804,63,62292,18685,48,747,15,0,East,0
user_805,32,54490,17734,36,696,11,1,West,0
user_806,33,82351,21639,12,666,2,0,East,0
user_807,56,71442,15077,12,736,10,0,South,0
user_808,59,52378,11134,48,701,15,0,West,0
user_809,54,86481,16004,48,684,2,1,South,0
user_810,26,54162,13222,36,695,9,0,West,0
user_811,58,41084,18020,24,664,15,1,West,1
user_812,60,59785,15309,24,630,6,0,West,0
user_813,28,43517,17014,36,718,14,0,North,0
user_814,28,78724,8979,24,677,14,1,West,0
user_815,60,43091,17541,36,609,9,1,East,1
user_816,53,57692,8573,36,700,2,0,North,0
user_817,54,78794,19808,12,681,5,1,East,0
user_818,64,45755,19816,24,747,17,0,East,0
user_819,35,68222,16739,36,690,4,1,East,0
user_820,56,40531,16550,24,632,15,1,East,0
user_821,55,64887,13881,24,608,12,1,East,0
user_822,42,71344,11983,48,730,2,1,South,0
user_823,43,59156,14925,24,677,14,0,North,0
user_824,60,60670,24913,36,645,19,0,East,0
user_825,42,68879,16146,12,651,5,0,South,0
user_826,25,54389,8271,24,731,3,0,South,0
user_827,51,77791,6458,36,698,14,0,East,0
user_828,33,87422,7809,48,723,17,0,West,1
user_829,48,41484,13112,24,689,8,0,East,0
user_830,40,95341,21328,12,646,19,0,South,1
user_831,53,53930,9882,24,751,3,0,East,0
user_832,36,99886,22108,36,664,15,0,South,0
user_833,49,54201,15897,24,712,17,0,East,0
user_834,43,74147,17417,24,723,4,0,South,1
user_835,44,74040,17280,48,680,12,0,East,0
user_836,54,52253,17953,24,635,5,0,West,0
user_837,27,61452,12943,12,652,18,0,West,0
user_838,58,88798,3327,24,707,11,0,South,1
user_839,57,53556,12058,48,701,14,0,West,0
user_840,24,51649,10560,36,732,8,0,West,0
user_841,54,36930,16552,24,725,6,0,North,0
user_842,62,91351,16096,24,641,13,0,East,1
user_843,42,50384,13638,48,737,18,0,East,0
user_844,25,83999,23777,48,638,19,0,West,0
user_845,62,47972,11796,48,703,15,0,West,0
user_846,43,83371,3871,24,776,3,0,South,0
user_847,35,76132,15597,12,692,11,0,East,0
user_848,51,55431,20945,48,608,17,0,North,1
user_849,29,45314,16435,36,666,7,0,North,0
user_850,63,46939,13216,24,766,16,0,West,1
user_851,45,46684,16202,36,671,2,0,South,0
user_852,45,81303,24194,36,733,3,0,South,0
user_853,41,63204,10624,12,641,9,0,East,1
user_854,29,37697,15154,36,665,15,0,West,0
user_855,58,54957,18349,48,671,19,0,West,0
user_856,42,57379,16269,48,758,1,0,South,0
user_857,63,17220,13760,24,667,11,0,North,0
user_858,43,56069,12868,12,604,15,0,North,0
user_859,24,74463,13574,12,775,9,0,East,0
user_860,49,57247,17660,36,689,4,1,West,0
user_861,35,65088,17368,12,706,11,0,West,0
user_862,21,69690,25473,36,615,2,1,North,1
user_863,50,53147,7316,36,690,11,1,West,1
user_864,49,74615,23789,12,680,0,0,West,0
user_865,40,89149,13977,24,641,1,0,South,0
user_866,53,29522,14547,36,706,10,0,East,0
user_867,61,53103,19293,48,611,11,1,East,1
user_868,64,106592,19262,48,641,6,0,East,0
user_869,56,63411,20783,12,728,0,1,South,1
user_870,42,59302,21873,12,650,12,0,East,1
user_871,33,54839,14800,36,660,12,1,East,0
user_872,27,85488,21938,36,683,1,0,North,0
user_873,28,41220,11854,48,665,9,1,North,0
user_874,48,78523,13473,36,707,0,0,East,0
user_875,63,54464,14089,48,687,6,0,South,0
user_876,29,45003,12366,36,619,12,0,South,0
user_877,45,55377,15299,24,650,1,0,South,0
user_878,36,59072,19482,24,646,19,0,West,0
user_879,30,50045,18256,48,661,6,0,West,0
user_880,31,82255,11934,24,684,16,0,South,0
user_881,51,45158,11522,24,692,4,0,North,0
user_882,32,62801,10723,12,585,10,0,West,0
user_883,51,70748,15443,36,721,10,0,South,0
user_884,34,62594,7095,12,676,10,0,West,0
user_885,64,75444,10546,48,635,16,0,West,0
user_886,52,51328,12705,12,718,18,0,West,0
user_887,37,72452,20276,48,595,7,0,West,0
user_888,55,73044,14339,24,616,19,1,South,0
user_889,21,79362,20029,12,765,13,0,West,0
user_890,49,22286,15937,24,685,9,0,East,0
user_891,24,70180,12628,36,650,6,0,South,0
user_892,43,78025,12834,24,684,1,0,South,1
user_893,48,51770,9169,36,672,16,0,South,0
user_894,36,49043,27015,24,681,0,0,West,0
user_895,32,45972,20552,12,699,12,0,South,0
user_896,41,39359,18018,12,672,18,0,North,1
user_897,37,73315,8483,24,694,13,0,East,1
user_898,60,105638,12741,48,673,17,1,North,0
user_899,33,48879,10123,48,647,19,0,East,0
user_900,52,50669,15637,36,635,13,1,East,0
user_901,57,60307,10363,36,732,14,0,West,0
user_902,35,27960,11648,24,705,13,0,East,1
user_903,32,46089,10494,12,721,4,0,East,1
user_904,35,58860,13801,36,680,15,0,North,1
user_905,54,42121,15357,24,689,4,0,East,0
user_906,26,83948,13933,36,672,12,0,South,0
user_907,37,34123,22664,12,726,15,0,South,0
user_908,40,78020,19055,36,666,14,0,East,0
user_909,29,89370,11084,24,640,4,0,South,0
user_910,25,67634,16628,36,700,5,0,West,0
user_911,43,57250,11496,48,673,12,1,South,0
user_912,53,64925,13024,36,689,15,0,West,0
user_913,58,51188,17395,12,708,9,0,East,0
user_914,34,19278,18328,12,656,1,0,West,1
user_915,37,40414,12062,12,671,12,0,West,0
user_916,39,59776,9475,12,667,16,0,East,0
user_917,53,41186,15438,24,731,0,0,East,0
user_918,21,51737,17173,36,680,3,0,West,0
user_919,33,69583,11808,36,686,17,0,North,0
user_920,47,62900,19082,36,633,5,0,East,0
user_921,26,81169,18196,36,709,11,0,East,0
user_922,26,65883,11735,24,697,19,0,North,0
user_923,53,67059,20650,12,646,12,0,South,0
user_924,50,45754,20803,36,756,1,0,North,1
user_925,55,33377,25338,36,693,16,0,South,0
user_926,43,51741,23558,12,655,9,0,North,0
user_927,30,45456,10486,48,679,18,1,West,0
user_928,39,56664,19624,48,665,4,1,East,0
user_929,48,38679,19398,12,741,11,0,North,0
user_930,43,76849,13257,36,717,17,0,East,1
user_931,24,45382,17274,12,698,8,0,South,0
user_932,40,52724,5611,36,748,10,0,West,0
user_933,39,59596,5473,36,638,3,0,East,1
user_934,62,82463,6426,48,711,9,0,North,0
user_935,47,95173,16946,48,701,0,0,North,0
user_936,54,96548,17182,36,670,1,0,West,0
user_937,24,34364,13630,36,670,8,0,South,0
user_938,58,52537,23605,36,716,17,0,West,0
user_939,27,48732,19935,48,713,15,0,West,0
user_940,27,67406,7008,36,623,13,0,East,1
user_941,46,66185,14140,12,752,3,0,South,0
user_942,46,48339,10301,24,725,1,0,West,1
user_943,39,46761,17069,24,668,11,0,East,0
user_944,29,40051,14847,36,648,19,0,East,1
user_945,40,6916,10585,12,724,4,0,South,0
user_946,62,34036,23472,36,699,3,0,South,0
user_947,36,77335,15286,12,708,14,1,East,0
user_948,37,89294,12919,48,702,2,0,South,0
user_949,42,86957,13734,48,728,16,0,East,0
user_950,33,78184,23093,36,714,7,1,South,0
user_951,32,39761,19556,48,658,11,0,South,0
user_952,30,36375,14188,36,656,7,0,South,1
user_953,21,23779,10039,24,694,19,0,North,1
user_954,52,48336,10819,12,771,19,0,South,0
user_955,50,61742,12589,12,674,4,0,North,0
user_956,28,39844,17535,24,694,5,0,East,1
user_957,41,68621,18782,24,715,4,0,West,1
user_958,42,73037,11372,24,663,7,1,West,0
user_959,38,50510,19003,24,711,17,0,West,0
user_960,22,33199,10456,48,680,3,1,East,0
user_961,64,87618,11941,12,729,3,0,South,0
user_962,29,60702,7752,12,642,4,0,North,0
user_963,23,98824,7603,24,772,14,0,East,0
user_964,46,61847,10402,36,667,5,0,West,0
user_965,41,63244,14871,36,700,15,0,West,0
user_966,50,40710,10030,36,680,13,0,West,1
user_967,48,51529,22490,36,636,13,0,West,0
user_968,56,28823,10337,48,713,15,1,North,0
user_969,46,33127,15919,12,669,3,0,West,0
user_970,54,74823,21601,12,701,10,0,North,0
user_971,28,54348,15462,12,647,18,0,West,0
user_972,30,51546,13180,36,669,18,0,East,0
user_973,63,45191,15735,24,668,7,0,North,0
user_974,34,52289,12191,36,702,9,1,North,0
user_975,60,82661,9995,12,692,4,0,East,0
user_976,35,62884,18063,36,672,15,0,West,0
user_977,37,36399,12084,24,665,2,0,West,0
user_978,38,80607,19683,24,692,9,0,South,0
user_979,52,94500,18981,36,687,12,0,South,0
user_980,58,69894,15831,12,685,6,0,North,0
user_981,43,77825,19854,48,758,11,0,South,0
user_982,43,84415,12279,12,702,13,0,East,0
user_983,55,26867,18918,48,756,9,0,East,0
user_984,59,97285,18892,12,677,8,0,East,1
user_985,35,81976,13492,36,678,11,0,North,0
user_986,44,69777,12851,48,659,2,1,East,0
user_987,48,57490,16645,12,692,12,0,North,0
user_988,36,33255,24841,36,666,5,0,North,0
user_989,36,53371,13838,12,661,5,0,East,0
user_990,60,68967,12746,24,603,18,0,East,0
user_991,59,37912,20891,24,738,6,0,North,0
user_992,26,58605,15340,12,664,3,0,East,0
user_993,22,36329,19330,36,738,4,0,South,0
user_994,33,52307,22373,12,676,0,0,North,1
user_995,64,32947,5464,36,705,17,0,West,1
user_996,29,30844,14812,48,682,16,1,North,0
user_997,54,66801,13850,24,696,8,1,East,0
user_998,37,48404,10188,48,639,8,0,East,0
user_999,47,50284,5406,36,727,9,1,North,0
user_1000,49,47331,7042,12,665,19,1,North,0
user_1001,57,114462,15521,24,717,16,0,West,0
user_1002,63,72147,12329,36,621,12,0,West,0
user_1003,42,74294,10990,36,649,3,0,North,0
user_1004,44,44491,15472,24,694,17,1,East,0
user_1005,27,70095,11539,12,673,17,0,North,0
user_1006,54,55445,21450,24,698,8,0,South,0
user_1007,32,44331,11895,12,688,2,0,South,0
user_1008,43,98581,22526,12,753,6,0,East,0
user_1009,35,71455,14849,36,701,14,0,North,0
user_1010,53,70446,11740,12,662,8,0,North,0
user_1011,33,40565,11377,12,664,8,1,South,0
user_1012,43,34595,22568,24,728,3,0,North,0
user_1013,58,58848,18479,24,618,17,0,East,0
user_1014,52,48529,11202,12,702,16,0,East,0
user_1015,55,72252,15595,36,635,5,0,West,0
user_1016,21,73585,3206,24,724,6,0,East,1
user_1017,25,61310,8341,48,662,9,1,North,1
user_1018,33,76554,11248,36,701,9,0,North,1
user_1019,25,63866,11125,24,681,5,0,South,0
user_1020,52,42566,21065,24,624,5,1,South,1
user_1021,41,56034,5429,48,705,18,1,East,1
user_1022,44,62714,7860,12,651,7,0,West,0
user_1023,38,78578,17261,24,712,8,0,North,0
user_1024,41,64499,16151,48,639,0,0,West,0
user_1025,30,48570,13251,48,689,15,0,North,1
user_1026,44,79323,25262,24,681,5,0,East,0
user_1027,60,67615,18087,36,655,7,0,East,0
user_1028,41,90913,21114,24,735,14,0,South,0
user_1029,45,61745,14745,48,681,11,1,West,0
user_1030,43,39253,12282,24,663,9,0,South,0
user_1031,42,83539,12339,36,691,15,0,East,0
user_1032,24,48464,19638,12,621,14,0,West,0
user_1033,54,65908,18863,12,778,10,0,North,0
user_1034,26,63714,13906,24,636,6,0,South,1
user_1035,48,60912,17357,24,702,7,0,East,1
user_1036,51,56603,19813,48,682,10,0,North,0
user_1037,55,26957,12180,36,727,8,0,East,0
user_1038,59,39957,13283,48,687,6,0,North,0
user_1039,62,82442,17233,48,654,14,0,South,0
user_1040,43,68576,6056,12,605,14,0,North,0
user_1041,26,98185,17327,48,608,15,0,West,1
user_1042,36,39245,9374,48,670,2,1,North,0
user_1043,22,59386,19708,12,734,15,0,East,0
user_1044,44,83263,25738,12,613,14,0,North,1
user_1045,37,48683,11514,36,753,0,0,South,0
user_1046,21,50292,8251,36,723,13,0,East,1
user_1047,26,54133,14100,36,626,10,0,East,0
user_1048,25,51093,13673,24,636,2,1,East,1
user_1049,49,70635,18303,12,640,8,0,East,0
user_1050,32,24395,16170,24,691,5,0,West,1
user_1051,59,92854,13518,24,677,15,0,East,1
user_1052,23,40806,15453,36,676,10,0,East,0
user_1053,21,17656,9389,12,659,17,0,East,0
user_1054,47,59795,19146,24,687,16,0,South,0
user_1055,44,52451,23089,48,713,16,0,South,0
user_1056,64,56440,9012,48,674,2,1,East,0
user_1057,39,66251,7103,12,653,18,0,West,0
user_1058,28,72896,12989,24,719,14,0,North,0
user_1059,64,93733,8892,36,671,9,0,West,0
user_1060,22,46197,8618,24,702,7,0,East,0
user_1061,50,75485,7989,48,676,16,1,East,0
user_1062,50,74178,14031,48,723,3,0,West,0
user_1063,59,7184,12942,36,729,7,0,East,0
user_1064,52,43336,16866,12,727,1,0,North,0
user_1065,21,34260,12184,24,657,7,0,South,0
user_1066,58,68957,8916,48,657,6,0,North,0
user_1067,33,66756,14915,24,714,8,0,North,0
user_1068,31,67158,9707,36,677,17,0,North,0
user_1069,30,53888,17560,36,678,16,0,West,0
user_1070,46,55904,6668,12,652,0,0,West,0
user_1071,40,59428,4175,36,736,11,1,North,0
user_1072,37,51977,6951,12,721,3,0,West,1
user_1073,37,75543,12908,24,675,16,0,East,0
user_1074,24,38606,13564,48,654,6,1,South,0
user_1075,25,44363,15684,48,652,2,1,West,0
user_1076,43,62426,12176,12,685,0,0,West,1
user_1077,30,52641,10767,48,695,18,0,North,1
user_1078,48,37824,22166,12,645,1,1,South,1
user_1079,53,70638,20844,12,630,5,1,East,1
user_1080,63,48554,19931,24,683,10,0,East,0
user_1081,46,43105,16544,24,714,3,1,South,0
user_1082,49,56512,16942,36,682,0,0,East,0
user_1083,47,42135,10974,12,670,10,0,South,0
user_1084,38,59316,15721,24,634,15,0,North,1
user_1085,60,52806,10300,12,654,5,0,East,0
user_1086,30,49748,9733,12,715,10,0,East,1
user_1087,62,49873,6912,12,629,7,0,South,1
user_1088,25,79912,17030,24,750,19,0,East,1
user_1089,30,67384,15818,12,683,0,0,West,0
user_1090,41,25816,13485,12,616,13,1,North,1
user_1091,44,77659,12830,36,700,1,0,East,1
user_1092,58,70331,5849,12,698,5,0,East,0
user_1093,23,69150,16281,36,662,8,0,East,0
user_1094,60,77758,13422,12,717,13,0,South,1
user_1095,51,60300,19479,36,655,7,1,North,0
user_1096,61,72401,15731,24,705,2,0,North,0
user_1097,57,50710,18528,24,678,9,0,East,0
user_1098,22,76951,14963,48,668,17,0,East,0
user_1099,22,64362,15908,12,733,19,0,South,1
user_1100,59,32460,19655,48,719,8,0,North,1
user_1101,62,80727,14038,48,635,8,0,West,0
user_1102,64,57421,17359,36,695,18,1,East,0
user_1103,54,54637,12782,24,755,12,0,West,0
user_1104,62,51146,14344,12,734,0,0,West,0
user_1105,40,52612,22967,12,643,16,0,North,0
user_1106,53,64592,18202,36,743,3,0,West,0
user_1107,24,40248,12292,48,717,3,0,East,0
user_1108,64,28627,17114,36,638,15,0,East,1
user_1109,31,38710,8600,48,688,15,0,South,1
user_1110,62,67634,13894,12,699,14,0,North,0
user_1111,25,56761,10232,36,636,5,0,North,0
user_1112,45,82263,17259,48,708,4,0,West,0
user_1113,57,58701,14055,36,777,9,0,East,0
user_1114,54,76850,16417,24,734,6,0,East,0
user_1115,29,46143,18870,36,686,6,0,South,1
user_1116,26,51297,12698,12,668,9,0,West,0
user_1117,38,60190,12877,36,693,9,0,East,0
user_1118,34,57060,14814,12,640,14,0,North,1
user_1119,39,55192,10697,12,660,5,0,South,0
user_1120,34,42557,14943,36,601,1,0,North,0
user_1121,60,28288,15207,36,697,7,0,South,0
user_1122,37,72620,16144,36,666,19,0,North,0
user_1123,55,70385,17097,24,704,14,0,West,0
user_1124,49,47722,6984,24,684,17,0,East,0
user_1125,62,67577,8574,48,639,4,0,North,0
user_1126,37,56671,9164,36,688,3,0,West,0
user_1127,63,82123,15463,48,651,9,0,North,0
user_1128,28,33754,13578,48,746,18,0,West,0
user_1129,21,57465,3661,12,646,13,0,South,0
user_1130,56,55869,24735,48,661,12,0,West,1
user_1131,27,63222,5055,36,639,9,0,North,1
user_1132,25,90742,15152,24,635,5,0,East,0
user_1133,44,57525,17816,48,681,12,0,South,0
user_1134,48,74862,11401,48,630,10,0,South,0
user_1135,63,57043,18199,24,672,14,0,West,0
user_1136,37,81418,9959,48,697,1,0,North,1
user_1137,57,75056,15855,36,663,14,0,West,1
user_1138,40,53333,4097,48,591,18,0,South,1
user_1139,23,51893,20866,12,733,16,0,East,1
user_1140,57,69739,15004,48,690,19,0,West,0
user_1141,46,46891,7026,12,691,17,0,North,0
user_1142,35,63812,18143,24,670,5,0,West,0
user_1143,28,52884,23160,24,712,14,0,West,0
user_1144,33,67362,10367,48,717,16,0,West,0
user_1145,23,56779,13948,48,721,8,0,East,0
user_1146,21,46148,12425,24,690,11,1,North,0
user_1147,29,82106,11148,12,624,4,0,North,1
user_1148,51,64791,10622,24,696,13,0,South,0
user_1149,61,58928,11767,24,690,7,0,South,0
user_1150,46,68399,12038,12,658,16,0,West,0
user_1151,37,26576,13217,24,647,8,0,South,0
user_1152,54,101803,12854,48,701,2,0,North,0
user_1153,29,60493,18805,48,676,6,0,West,0
user_1154,33,20736,18359,24,664,11,0,South,0
